     X      Y Temperature
 0.975  1.725 315.969
 0.975  1.740 315.969
 0.975  1.755 315.969
 0.975  1.770 315.969
 0.975  1.785 315.969
 0.975  1.800 315.969
 0.975  1.815 315.969
 0.975  1.830 315.969
 0.975  1.845 315.969
 0.975  1.860 315.969
 0.975  1.875 315.969
 0.975  1.890 315.969
 0.975  1.905 315.969
 0.975  1.920 315.969
 0.975  1.935 315.969
 0.975  1.950 315.969
 0.975  1.965 315.969
 0.975  1.980 315.969
 0.975  1.995 315.969
 0.975  2.010 315.969
 0.975  2.025 315.969
 0.975  2.040 315.969
 0.975  2.055 315.969
 0.975  2.070 315.969
 0.975  2.085 315.969
 0.975  2.100 315.969
 0.975  2.115 315.969
 0.975  2.130 315.969
 0.975  2.145 315.969
 0.975  2.160 315.969
 0.975  2.175 315.969
 0.975  2.190 315.969
 0.975  2.205 315.969
 0.975  2.220 315.969
 0.975  2.235 315.969
 0.975  2.250 315.969
 0.975  2.265 315.969
 0.975  2.280 315.969
 0.975  2.295 315.969
 0.975  2.310 315.969
 0.975  2.325 315.969
 0.975  2.340 315.969
 0.975  2.355 315.969
 0.975  2.370 315.969
 0.975  2.385 315.969
 0.975  2.400 315.969
 0.975  2.415 315.969
 0.975  2.430 315.969
 0.975  2.445 315.969
 0.975  2.460 315.969
 0.975  2.475 315.969
 0.975  2.490 315.969
 0.975  2.505 315.969
 0.975  2.520 315.969
 0.975  2.535 315.969
 0.975  2.550 315.969
 0.975  2.565 315.969
 0.975  2.580 315.969
 0.975  2.595 315.969
 0.975  2.610 315.969
 0.975  2.625 315.969
 0.975  2.640 315.969
 0.975  2.655 315.969
 0.975  2.670 315.969
 0.975  2.685 315.969
 0.975  2.700 315.969
 0.975  2.715 315.969
 0.975  2.730 315.969
 0.975  2.745 315.969
 0.975  2.760 315.969
 0.975  2.775 315.969
 0.975  2.790 315.969
 0.975  2.805 315.969
 0.975  2.820 315.969
 0.975  2.835 315.969
 0.975  2.850 315.969
 0.975  2.865 315.969
 0.975  2.880 315.969
 0.975  2.895 315.969
 0.975  2.910 315.969
 0.975  2.925 315.969
 0.975  2.940 315.969
 0.975  2.955 315.969
 0.975  2.970 315.969
 0.975  2.985 315.969
 0.975  3.000 315.969
 0.990  0.000 315.948
 0.990  0.015 315.948
 0.990  0.030 315.948
 0.990  0.045 315.948
 0.990  0.060 315.948
 0.990  0.075 315.948
 0.990  0.090 315.948
 0.990  0.105 315.948
 0.990  0.120 315.948
 0.990  0.135 315.948
 0.990  0.150 315.948
 0.990  0.165 315.948
 0.990  0.180 315.948
 0.990  0.195 315.948
 0.990  0.210 315.948
 0.990  0.225 315.948
 0.990  0.240 315.948
 0.990  0.255 315.948
 0.990  0.270 315.948
 0.990  0.285 315.948
 0.990  0.300 315.948
 0.990  0.315 315.948
 0.990  0.330 315.948
 0.990  0.345 315.948
 0.990  0.360 315.948
 0.990  0.375 315.948
 0.990  0.390 315.948
 0.990  0.405 315.948
 0.990  0.420 315.948
 0.990  0.435 315.948
 0.990  0.450 315.948
 0.990  0.465 315.948
 0.990  0.480 315.948
 0.990  0.495 315.948
 0.990  0.510 315.948
 0.990  0.525 315.948
 0.990  0.540 315.948
 0.990  0.555 315.948
 0.990  0.570 315.948
 0.990  0.585 315.948
 0.990  0.600 315.948
 0.990  0.615 315.948
 0.990  0.630 315.948
 0.990  0.645 315.948
 0.990  0.660 315.948
 0.990  0.675 315.948
 0.990  0.690 315.948
 0.990  0.705 315.948
 0.990  0.720 315.948
 0.990  0.735 315.948
 0.990  0.750 315.948
 0.990  0.765 315.948
 0.990  0.780 315.948
 0.990  0.795 315.948
 0.990  0.810 315.948
 0.990  0.825 315.948
 0.990  0.840 315.948
 0.990  0.855 315.948
 0.990  0.870 315.948
 0.990  0.885 315.948
 0.990  0.900 315.948
 0.990  0.915 315.948
 0.990  0.930 315.948
 0.990  0.945 315.948
 0.990  0.960 315.948
 0.990  0.975 315.948
 0.990  0.990 315.948
 0.990  1.005 315.948
 0.990  1.020 315.948
 0.990  1.035 315.948
 0.990  1.050 315.948
 0.990  1.065 315.948
 0.990  1.080 315.948
 0.990  1.095 315.948
 0.990  1.110 315.948
 0.990  1.125 315.948
 0.990  1.140 315.948
 0.990  1.155 315.948
 0.990  1.170 315.948
 0.990  1.185 315.948
 0.990  1.200 315.948
 0.990  1.215 315.948
 0.990  1.230 315.948
 0.990  1.245 315.948
 0.990  1.260 315.948
 0.990  1.275 315.948
 0.990  1.290 315.948
 0.990  1.305 315.948
 0.990  1.320 315.948
 0.990  1.335 315.948
 0.990  1.350 315.948
 0.990  1.365 315.948
 0.990  1.380 315.948
 0.990  1.395 315.948
 0.990  1.410 315.948
 0.990  1.425 315.948
 0.990  1.440 315.948
 0.990  1.455 315.948
 0.990  1.470 315.948
 0.990  1.485 315.948
 0.990  1.500 315.948
 0.990  1.515 315.948
 0.990  1.530 315.948
 0.990  1.545 315.948
 0.990  1.560 315.948
 0.990  1.575 315.948
 0.990  1.590 315.948
 0.990  1.605 315.948
 0.990  1.620 315.948
 0.990  1.635 315.948
 0.990  1.650 315.948
 0.990  1.665 315.948
 0.990  1.680 315.948
 0.990  1.695 315.948
 0.990  1.710 315.948
 0.990  1.725 315.948
 0.990  1.740 315.948
 0.990  1.755 315.948
 0.990  1.770 315.948
 0.990  1.785 315.948
 0.990  1.800 315.948
 0.990  1.815 315.948
 0.990  1.830 315.948
 0.990  1.845 315.948
 0.990  1.860 315.948
 0.990  1.875 315.948
 0.990  1.890 315.948
 0.990  1.905 315.948
 0.990  1.920 315.948
 0.990  1.935 315.948
 0.990  1.950 315.948
 0.990  1.965 315.948
 0.990  1.980 315.948
 0.990  1.995 315.948
 0.990  2.010 315.948
 0.990  2.025 315.948
 0.990  2.040 315.948
 0.990  2.055 315.948
 0.990  2.070 315.948
 0.990  2.085 315.948
 0.990  2.100 315.948
 0.990  2.115 315.948
 0.990  2.130 315.948
 0.990  2.145 315.948
 0.990  2.160 315.948
 0.990  2.175 315.948
 0.990  2.190 315.948
 0.990  2.205 315.948
 0.990  2.220 315.948
 0.990  2.235 315.948
 0.990  2.250 315.948
 0.990  2.265 315.948
 0.990  2.280 315.948
 0.990  2.295 315.948
 0.990  2.310 315.948
 0.990  2.325 315.948
 0.990  2.340 315.948
 0.990  2.355 315.948
 0.990  2.370 315.948
 0.990  2.385 315.948
 0.990  2.400 315.948
 0.990  2.415 315.948
 0.990  2.430 315.948
 0.990  2.445 315.948
 0.990  2.460 315.948
 0.990  2.475 315.948
 0.990  2.490 315.948
 0.990  2.505 315.948
 0.990  2.520 315.948
 0.990  2.535 315.948
 0.990  2.550 315.948
 0.990  2.565 315.948
 0.990  2.580 315.948
 0.990  2.595 315.948
 0.990  2.610 315.948
 0.990  2.625 315.948
 0.990  2.640 315.948
 0.990  2.655 315.948
 0.990  2.670 315.948
 0.990  2.685 315.948
 0.990  2.700 315.948
 0.990  2.715 315.948
 0.990  2.730 315.948
 0.990  2.745 315.948
 0.990  2.760 315.948
 0.990  2.775 315.948
 0.990  2.790 315.948
 0.990  2.805 315.948
 0.990  2.820 315.948
 0.990  2.835 315.948
 0.990  2.850 315.948
 0.990  2.865 315.948
 0.990  2.880 315.948
 0.990  2.895 315.948
 0.990  2.910 315.948
 0.990  2.925 315.948
 0.990  2.940 315.948
 0.990  2.955 315.948
 0.990  2.970 315.948
 0.990  2.985 315.948
 0.990  3.000 315.948
 1.005  0.000 315.927
 1.005  0.015 315.927
 1.005  0.030 315.927
 1.005  0.045 315.927
 1.005  0.060 315.927
 1.005  0.075 315.927
 1.005  0.090 315.927
 1.005  0.105 315.927
 1.005  0.120 315.927
 1.005  0.135 315.927
 1.005  0.150 315.927
 1.005  0.165 315.927
 1.005  0.180 315.927
 1.005  0.195 315.927
 1.005  0.210 315.927
 1.005  0.225 315.927
 1.005  0.240 315.927
 1.005  0.255 315.927
 1.005  0.270 315.927
 1.005  0.285 315.927
 1.005  0.300 315.927
 1.005  0.315 315.927
 1.005  0.330 315.927
 1.005  0.345 315.927
 1.005  0.360 315.927
 1.005  0.375 315.927
 1.005  0.390 315.927
 1.005  0.405 315.927
 1.005  0.420 315.927
 1.005  0.435 315.927
 1.005  0.450 315.927
 1.005  0.465 315.927
 1.005  0.480 315.927
 1.005  0.495 315.927
 1.005  0.510 315.927
 1.005  0.525 315.927
 1.005  0.540 315.927
 1.005  0.555 315.927
 1.005  0.570 315.927
 1.005  0.585 315.927
 1.005  0.600 315.927
 1.005  0.615 315.927
 1.005  0.630 315.927
 1.005  0.645 315.927
 1.005  0.660 315.927
 1.005  0.675 315.927
 1.005  0.690 315.927
 1.005  0.705 315.927
 1.005  0.720 315.927
 1.005  0.735 315.927
 1.005  0.750 315.927
 1.005  0.765 315.927
 1.005  0.780 315.927
 1.005  0.795 315.927
 1.005  0.810 315.927
 1.005  0.825 315.927
 1.005  0.840 315.927
 1.005  0.855 315.927
 1.005  0.870 315.927
 1.005  0.885 315.927
 1.005  0.900 315.927
 1.005  0.915 315.927
 1.005  0.930 315.927
 1.005  0.945 315.927
 1.005  0.960 315.927
 1.005  0.975 315.927
 1.005  0.990 315.927
 1.005  1.005 315.927
 1.005  1.020 315.927
 1.005  1.035 315.927
 1.005  1.050 315.927
 1.005  1.065 315.927
 1.005  1.080 315.927
 1.005  1.095 315.927
 1.005  1.110 315.927
 1.005  1.125 315.927
 1.005  1.140 315.927
 1.005  1.155 315.927
 1.005  1.170 315.927
 1.005  1.185 315.927
 1.005  1.200 315.927
 1.005  1.215 315.927
 1.005  1.230 315.927
 1.005  1.245 315.927
 1.005  1.260 315.927
 1.005  1.275 315.927
 1.005  1.290 315.927
 1.005  1.305 315.927
 1.005  1.320 315.927
 1.005  1.335 315.927
 1.005  1.350 315.927
 1.005  1.365 315.927
 1.005  1.380 315.927
 1.005  1.395 315.927
 1.005  1.410 315.927
 1.005  1.425 315.927
 1.005  1.440 315.927
 1.005  1.455 315.927
 1.005  1.470 315.927
 1.005  1.485 315.927
 1.005  1.500 315.927
 1.005  1.515 315.927
 1.005  1.530 315.927
 1.005  1.545 315.927
 1.005  1.560 315.927
 1.005  1.575 315.927
 1.005  1.590 315.927
 1.005  1.605 315.927
 1.005  1.620 315.927
 1.005  1.635 315.927
 1.005  1.650 315.927
 1.005  1.665 315.927
 1.005  1.680 315.927
 1.005  1.695 315.927
 1.005  1.710 315.927
 1.005  1.725 315.927
 1.005  1.740 315.927
 1.005  1.755 315.927
 1.005  1.770 315.927
 1.005  1.785 315.927
 1.005  1.800 315.927
 1.005  1.815 315.927
 1.005  1.830 315.927
 1.005  1.845 315.927
 1.005  1.860 315.927
 1.005  1.875 315.927
 1.005  1.890 315.927
 1.005  1.905 315.927
 1.005  1.920 315.927
 1.005  1.935 315.927
 1.005  1.950 315.927
 1.005  1.965 315.927
 1.005  1.980 315.927
 1.005  1.995 315.927
 1.005  2.010 315.927
 1.005  2.025 315.927
 1.005  2.040 315.927
 1.005  2.055 315.927
 1.005  2.070 315.927
 1.005  2.085 315.927
 1.005  2.100 315.927
 1.005  2.115 315.927
 1.005  2.130 315.927
 1.005  2.145 315.927
 1.005  2.160 315.927
 1.005  2.175 315.927
 1.005  2.190 315.927
 1.005  2.205 315.927
 1.005  2.220 315.927
 1.005  2.235 315.927
 1.005  2.250 315.927
 1.005  2.265 315.927
 1.005  2.280 315.927
 1.005  2.295 315.927
 1.005  2.310 315.927
 1.005  2.325 315.927
 1.005  2.340 315.927
 1.005  2.355 315.927
 1.005  2.370 315.927
 1.005  2.385 315.927
 1.005  2.400 315.927
 1.005  2.415 315.927
 1.005  2.430 315.927
 1.005  2.445 315.927
 1.005  2.460 315.927
 1.005  2.475 315.927
 1.005  2.490 315.927
 1.005  2.505 315.927
 1.005  2.520 315.927
 1.005  2.535 315.927
 1.005  2.550 315.927
 1.005  2.565 315.927
 1.005  2.580 315.927
 1.005  2.595 315.927
 1.005  2.610 315.927
 1.005  2.625 315.927
 1.005  2.640 315.927
 1.005  2.655 315.927
 1.005  2.670 315.927
 1.005  2.685 315.927
 1.005  2.700 315.927
 1.005  2.715 315.927
 1.005  2.730 315.927
 1.005  2.745 315.927
 1.005  2.760 315.927
 1.005  2.775 315.927
 1.005  2.790 315.927
 1.005  2.805 315.927
 1.005  2.820 315.927
 1.005  2.835 315.927
 1.005  2.850 315.927
 1.005  2.865 315.927
 1.005  2.880 315.927
 1.005  2.895 315.927
 1.005  2.910 315.927
 1.005  2.925 315.927
 1.005  2.940 315.927
 1.005  2.955 315.927
 1.005  2.970 315.927
 1.005  2.985 315.927
 1.005  3.000 315.927
 1.020  0.000 315.906
 1.020  0.015 315.906
 1.020  0.030 315.906
 1.020  0.045 315.906
 1.020  0.060 315.906
 1.020  0.075 315.906
 1.020  0.090 315.906
 1.020  0.105 315.906
 1.020  0.120 315.906
 1.020  0.135 315.906
 1.020  0.150 315.906
 1.020  0.165 315.906
 1.020  0.180 315.906
 1.020  0.195 315.906
 1.020  0.210 315.906
 1.020  0.225 315.906
 1.020  0.240 315.906
 1.020  0.255 315.906
 1.020  0.270 315.906
 1.020  0.285 315.906
 1.020  0.300 315.906
 1.020  0.315 315.906
 1.020  0.330 315.906
 1.020  0.345 315.906
 1.020  0.360 315.906
 1.020  0.375 315.906
 1.020  0.390 315.906
 1.020  0.405 315.906
 1.020  0.420 315.906
 1.020  0.435 315.906
 1.020  0.450 315.906
 1.020  0.465 315.906
 1.020  0.480 315.906
 1.020  0.495 315.906
 1.020  0.510 315.906
 1.020  0.525 315.906
 1.020  0.540 315.906
 1.020  0.555 315.906
 1.020  0.570 315.906
 1.020  0.585 315.906
 1.020  0.600 315.906
 1.020  0.615 315.906
 1.020  0.630 315.906
 1.020  0.645 315.906
 1.020  0.660 315.906
 1.020  0.675 315.906
 1.020  0.690 315.906
 1.020  0.705 315.906
 1.020  0.720 315.906
 1.020  0.735 315.906
 1.020  0.750 315.906
 1.020  0.765 315.906
 1.020  0.780 315.906
 1.020  0.795 315.906
 1.020  0.810 315.906
 1.020  0.825 315.906
 1.020  0.840 315.906
 1.020  0.855 315.906
 1.020  0.870 315.906
 1.020  0.885 315.906
 1.020  0.900 315.906
 1.020  0.915 315.906
 1.020  0.930 315.906
 1.020  0.945 315.906
 1.020  0.960 315.906
 1.020  0.975 315.906
 1.020  0.990 315.906
 1.020  1.005 315.906
 1.020  1.020 315.906
 1.020  1.035 315.906
 1.020  1.050 315.906
 1.020  1.065 315.906
 1.020  1.080 315.906
 1.020  1.095 315.906
 1.020  1.110 315.906
 1.020  1.125 315.906
 1.020  1.140 315.906
 1.020  1.155 315.906
 1.020  1.170 315.906
 1.020  1.185 315.906
 1.020  1.200 315.906
 1.020  1.215 315.906
 1.020  1.230 315.906
 1.020  1.245 315.906
 1.020  1.260 315.906
 1.020  1.275 315.906
 1.020  1.290 315.906
 1.020  1.305 315.906
 1.020  1.320 315.906
 1.020  1.335 315.906
 1.020  1.350 315.906
 1.020  1.365 315.906
 1.020  1.380 315.906
 1.020  1.395 315.906
 1.020  1.410 315.906
 1.020  1.425 315.906
 1.020  1.440 315.906
 1.020  1.455 315.906
 1.020  1.470 315.906
 1.020  1.485 315.906
 1.020  1.500 315.906
 1.020  1.515 315.906
 1.020  1.530 315.906
 1.020  1.545 315.906
 1.020  1.560 315.906
 1.020  1.575 315.906
 1.020  1.590 315.906
 1.020  1.605 315.906
 1.020  1.620 315.906
 1.020  1.635 315.906
 1.020  1.650 315.906
 1.020  1.665 315.906
 1.020  1.680 315.906
 1.020  1.695 315.906
 1.020  1.710 315.906
 1.020  1.725 315.906
 1.020  1.740 315.906
 1.020  1.755 315.906
 1.020  1.770 315.906
 1.020  1.785 315.906
 1.020  1.800 315.906
 1.020  1.815 315.906
 1.020  1.830 315.906
 1.020  1.845 315.906
 1.020  1.860 315.906
 1.020  1.875 315.906
 1.020  1.890 315.906
 1.020  1.905 315.906
 1.020  1.920 315.906
 1.020  1.935 315.906
 1.020  1.950 315.906
 1.020  1.965 315.906
 1.020  1.980 315.906
 1.020  1.995 315.906
 1.020  2.010 315.906
 1.020  2.025 315.906
 1.020  2.040 315.906
 1.020  2.055 315.906
 1.020  2.070 315.906
 1.020  2.085 315.906
 1.020  2.100 315.906
 1.020  2.115 315.906
 1.020  2.130 315.906
 1.020  2.145 315.906
 1.020  2.160 315.906
 1.020  2.175 315.906
 1.020  2.190 315.906
 1.020  2.205 315.906
 1.020  2.220 315.906
 1.020  2.235 315.906
 1.020  2.250 315.906
 1.020  2.265 315.906
 1.020  2.280 315.906
 1.020  2.295 315.906
 1.020  2.310 315.906
 1.020  2.325 315.906
 1.020  2.340 315.906
 1.020  2.355 315.906
 1.020  2.370 315.906
 1.020  2.385 315.906
 1.020  2.400 315.906
 1.020  2.415 315.906
 1.020  2.430 315.906
 1.020  2.445 315.906
 1.020  2.460 315.906
 1.020  2.475 315.906
 1.020  2.490 315.906
 1.020  2.505 315.906
 1.020  2.520 315.906
 1.020  2.535 315.906
 1.020  2.550 315.906
 1.020  2.565 315.906
 1.020  2.580 315.906
 1.020  2.595 315.906
 1.020  2.610 315.906
 1.020  2.625 315.906
 1.020  2.640 315.906
 1.020  2.655 315.906
 1.020  2.670 315.906
 1.020  2.685 315.906
 1.020  2.700 315.906
 1.020  2.715 315.906
 1.020  2.730 315.906
 1.020  2.745 315.906
 1.020  2.760 315.906
 1.020  2.775 315.906
 1.020  2.790 315.906
 1.020  2.805 315.906
 1.020  2.820 315.906
 1.020  2.835 315.906
 1.020  2.850 315.906
 1.020  2.865 315.906
 1.020  2.880 315.906
 1.020  2.895 315.906
 1.020  2.910 315.906
 1.020  2.925 315.906
 1.020  2.940 315.906
 1.020  2.955 315.906
 1.020  2.970 315.906
 1.020  2.985 315.906
 1.020  3.000 315.906
 1.035  0.000 315.885
 1.035  0.015 315.885
 1.035  0.030 315.885
 1.035  0.045 315.885
 1.035  0.060 315.885
 1.035  0.075 315.885
 1.035  0.090 315.885
 1.035  0.105 315.885
 1.035  0.120 315.885
 1.035  0.135 315.885
 1.035  0.150 315.885
 1.035  0.165 315.885
 1.035  0.180 315.885
 1.035  0.195 315.885
 1.035  0.210 315.885
 1.035  0.225 315.885
 1.035  0.240 315.885
 1.035  0.255 315.885
 1.035  0.270 315.885
 1.035  0.285 315.885
 1.035  0.300 315.885
 1.035  0.315 315.885
 1.035  0.330 315.885
 1.035  0.345 315.885
 1.035  0.360 315.885
 1.035  0.375 315.885
 1.035  0.390 315.885
 1.035  0.405 315.885
 1.035  0.420 315.885
 1.035  0.435 315.885
 1.035  0.450 315.885
 1.035  0.465 315.885
 1.035  0.480 315.885
 1.035  0.495 315.885
 1.035  0.510 315.885
 1.035  0.525 315.885
 1.035  0.540 315.885
 1.035  0.555 315.885
 1.035  0.570 315.885
 1.035  0.585 315.885
 1.035  0.600 315.885
 1.035  0.615 315.885
 1.035  0.630 315.885
 1.035  0.645 315.885
 1.035  0.660 315.885
 1.035  0.675 315.885
 1.035  0.690 315.885
 1.035  0.705 315.885
 1.035  0.720 315.885
 1.035  0.735 315.885
 1.035  0.750 315.885
 1.035  0.765 315.885
 1.035  0.780 315.885
 1.035  0.795 315.885
 1.035  0.810 315.885
 1.035  0.825 315.885
 1.035  0.840 315.885
 1.035  0.855 315.885
 1.035  0.870 315.885
 1.035  0.885 315.885
 1.035  0.900 315.885
 1.035  0.915 315.885
 1.035  0.930 315.885
 1.035  0.945 315.885
 1.035  0.960 315.885
 1.035  0.975 315.885
 1.035  0.990 315.885
 1.035  1.005 315.885
 1.035  1.020 315.885
 1.035  1.035 315.885
 1.035  1.050 315.885
 1.035  1.065 315.885
 1.035  1.080 315.885
 1.035  1.095 315.885
 1.035  1.110 315.885
 1.035  1.125 315.885
 1.035  1.140 315.885
 1.035  1.155 315.885
 1.035  1.170 315.885
 1.035  1.185 315.885
 1.035  1.200 315.885
 1.035  1.215 315.885
 1.035  1.230 315.885
 1.035  1.245 315.885
 1.035  1.260 315.885
 1.035  1.275 315.885
 1.035  1.290 315.885
 1.035  1.305 315.885
 1.035  1.320 315.885
 1.035  1.335 315.885
 1.035  1.350 315.885
 1.035  1.365 315.885
 1.035  1.380 315.885
 1.035  1.395 315.885
 1.035  1.410 315.885
 1.035  1.425 315.885
 1.035  1.440 315.885
 1.035  1.455 315.885
 1.035  1.470 315.885
 1.035  1.485 315.885
 1.035  1.500 315.885
 1.035  1.515 315.885
 1.035  1.530 315.885
 1.035  1.545 315.885
 1.035  1.560 315.885
 1.035  1.575 315.885
 1.035  1.590 315.885
 1.035  1.605 315.885
 1.035  1.620 315.885
 1.035  1.635 315.885
 1.035  1.650 315.885
 1.035  1.665 315.885
 1.035  1.680 315.885
 1.035  1.695 315.885
 1.035  1.710 315.885
 1.035  1.725 315.885
 1.035  1.740 315.885
 1.035  1.755 315.885
 1.035  1.770 315.885
 1.035  1.785 315.885
 1.035  1.800 315.885
 1.035  1.815 315.885
 1.035  1.830 315.885
 1.035  1.845 315.885
 1.035  1.860 315.885
 1.035  1.875 315.885
 1.035  1.890 315.885
 1.035  1.905 315.885
 1.035  1.920 315.885
 1.035  1.935 315.885
 1.035  1.950 315.885
 1.035  1.965 315.885
 1.035  1.980 315.885
 1.035  1.995 315.885
 1.035  2.010 315.885
 1.035  2.025 315.885
 1.035  2.040 315.885
 1.035  2.055 315.885
 1.035  2.070 315.885
 1.035  2.085 315.885
 1.035  2.100 315.885
 1.035  2.115 315.885
 1.035  2.130 315.885
 1.035  2.145 315.885
 1.035  2.160 315.885
 1.035  2.175 315.885
 1.035  2.190 315.885
 1.035  2.205 315.885
 1.035  2.220 315.885
 1.035  2.235 315.885
 1.035  2.250 315.885
 1.035  2.265 315.885
 1.035  2.280 315.885
 1.035  2.295 315.885
 1.035  2.310 315.885
 1.035  2.325 315.885
 1.035  2.340 315.885
 1.035  2.355 315.885
 1.035  2.370 315.885
 1.035  2.385 315.885
 1.035  2.400 315.885
 1.035  2.415 315.885
 1.035  2.430 315.885
 1.035  2.445 315.885
 1.035  2.460 315.885
 1.035  2.475 315.885
 1.035  2.490 315.885
 1.035  2.505 315.885
 1.035  2.520 315.885
 1.035  2.535 315.885
 1.035  2.550 315.885
 1.035  2.565 315.885
 1.035  2.580 315.885
 1.035  2.595 315.885
 1.035  2.610 315.885
 1.035  2.625 315.885
 1.035  2.640 315.885
 1.035  2.655 315.885
 1.035  2.670 315.885
 1.035  2.685 315.885
 1.035  2.700 315.885
 1.035  2.715 315.885
 1.035  2.730 315.885
 1.035  2.745 315.885
 1.035  2.760 315.885
 1.035  2.775 315.885
 1.035  2.790 315.885
 1.035  2.805 315.885
 1.035  2.820 315.885
 1.035  2.835 315.885
 1.035  2.850 315.885
 1.035  2.865 315.885
 1.035  2.880 315.885
 1.035  2.895 315.885
 1.035  2.910 315.885
 1.035  2.925 315.885
 1.035  2.940 315.885
 1.035  2.955 315.885
 1.035  2.970 315.885
 1.035  2.985 315.885
 1.035  3.000 315.885
 1.050  0.000 315.864
 1.050  0.015 315.864
 1.050  0.030 315.864
 1.050  0.045 315.864
 1.050  0.060 315.864
 1.050  0.075 315.864
 1.050  0.090 315.864
 1.050  0.105 315.864
 1.050  0.120 315.864
 1.050  0.135 315.864
 1.050  0.150 315.864
 1.050  0.165 315.864
 1.050  0.180 315.864
 1.050  0.195 315.864
 1.050  0.210 315.864
 1.050  0.225 315.864
 1.050  0.240 315.864
 1.050  0.255 315.864
 1.050  0.270 315.864
 1.050  0.285 315.864
 1.050  0.300 315.864
 1.050  0.315 315.864
 1.050  0.330 315.864
 1.050  0.345 315.864
 1.050  0.360 315.864
 1.050  0.375 315.864
 1.050  0.390 315.864
 1.050  0.405 315.864
 1.050  0.420 315.864
 1.050  0.435 315.864
 1.050  0.450 315.864
 1.050  0.465 315.864
 1.050  0.480 315.864
 1.050  0.495 315.864
 1.050  0.510 315.864
 1.050  0.525 315.864
 1.050  0.540 315.864
 1.050  0.555 315.864
 1.050  0.570 315.864
 1.050  0.585 315.864
 1.050  0.600 315.864
 1.050  0.615 315.864
 1.050  0.630 315.864
 1.050  0.645 315.864
 1.050  0.660 315.864
 1.050  0.675 315.864
 1.050  0.690 315.864
 1.050  0.705 315.864
 1.050  0.720 315.864
 1.050  0.735 315.864
 1.050  0.750 315.864
 1.050  0.765 315.864
 1.050  0.780 315.864
 1.050  0.795 315.864
 1.050  0.810 315.864
 1.050  0.825 315.864
 1.050  0.840 315.864
 1.050  0.855 315.864
 1.050  0.870 315.864
 1.050  0.885 315.864
 1.050  0.900 315.864
 1.050  0.915 315.864
 1.050  0.930 315.864
 1.050  0.945 315.864
 1.050  0.960 315.864
 1.050  0.975 315.864
 1.050  0.990 315.864
 1.050  1.005 315.864
 1.050  1.020 315.864
 1.050  1.035 315.864
 1.050  1.050 315.864
 1.050  1.065 315.864
 1.050  1.080 315.864
 1.050  1.095 315.864
 1.050  1.110 315.864
 1.050  1.125 315.864
 1.050  1.140 315.864
 1.050  1.155 315.864
 1.050  1.170 315.864
 1.050  1.185 315.864
