     X      Y Temperature
 5.130  1.185 307.595
 5.130  1.200 307.595
 5.130  1.215 307.595
 5.130  1.230 307.595
 5.130  1.245 307.595
 5.130  1.260 307.595
 5.130  1.275 307.595
 5.130  1.290 307.595
 5.130  1.305 307.595
 5.130  1.320 307.595
 5.130  1.335 307.595
 5.130  1.350 307.595
 5.130  1.365 307.595
 5.130  1.380 307.595
 5.130  1.395 307.595
 5.130  1.410 307.595
 5.130  1.425 307.595
 5.130  1.440 307.595
 5.130  1.455 307.595
 5.130  1.470 307.595
 5.130  1.485 307.595
 5.130  1.500 307.595
 5.130  1.515 307.595
 5.130  1.530 307.595
 5.130  1.545 307.595
 5.130  1.560 307.595
 5.130  1.575 307.595
 5.130  1.590 307.595
 5.130  1.605 307.595
 5.130  1.620 307.595
 5.130  1.635 307.595
 5.130  1.650 307.595
 5.130  1.665 307.595
 5.130  1.680 307.595
 5.130  1.695 307.595
 5.130  1.710 307.595
 5.130  1.725 307.595
 5.130  1.740 307.595
 5.130  1.755 307.595
 5.130  1.770 307.595
 5.130  1.785 307.595
 5.130  1.800 307.595
 5.130  1.815 307.595
 5.130  1.830 307.595
 5.130  1.845 307.595
 5.130  1.860 307.595
 5.130  1.875 307.595
 5.130  1.890 307.595
 5.130  1.905 307.595
 5.130  1.920 307.595
 5.130  1.935 307.595
 5.130  1.950 307.595
 5.130  1.965 307.595
 5.130  1.980 307.595
 5.130  1.995 307.595
 5.130  2.010 307.595
 5.130  2.025 307.595
 5.130  2.040 307.595
 5.130  2.055 307.595
 5.130  2.070 307.595
 5.130  2.085 307.595
 5.130  2.100 307.595
 5.130  2.115 307.595
 5.130  2.130 307.595
 5.130  2.145 307.595
 5.130  2.160 307.595
 5.130  2.175 307.595
 5.130  2.190 307.595
 5.130  2.205 307.595
 5.130  2.220 307.595
 5.130  2.235 307.595
 5.130  2.250 307.595
 5.130  2.265 307.595
 5.130  2.280 307.595
 5.130  2.295 307.595
 5.130  2.310 307.595
 5.130  2.325 307.595
 5.130  2.340 307.595
 5.130  2.355 307.595
 5.130  2.370 307.595
 5.130  2.385 307.595
 5.130  2.400 307.595
 5.130  2.415 307.595
 5.130  2.430 307.595
 5.130  2.445 307.595
 5.130  2.460 307.595
 5.130  2.475 307.595
 5.130  2.490 307.595
 5.130  2.505 307.595
 5.130  2.520 307.595
 5.130  2.535 307.595
 5.130  2.550 307.595
 5.130  2.565 307.595
 5.130  2.580 307.595
 5.130  2.595 307.595
 5.130  2.610 307.595
 5.130  2.625 307.595
 5.130  2.640 307.595
 5.130  2.655 307.595
 5.130  2.670 307.595
 5.130  2.685 307.595
 5.130  2.700 307.595
 5.130  2.715 307.595
 5.130  2.730 307.595
 5.130  2.745 307.595
 5.130  2.760 307.595
 5.130  2.775 307.595
 5.130  2.790 307.595
 5.130  2.805 307.595
 5.130  2.820 307.595
 5.130  2.835 307.595
 5.130  2.850 307.595
 5.130  2.865 307.595
 5.130  2.880 307.595
 5.130  2.895 307.595
 5.130  2.910 307.595
 5.130  2.925 307.595
 5.130  2.940 307.595
 5.130  2.955 307.595
 5.130  2.970 307.595
 5.130  2.985 307.595
 5.130  3.000 307.595
 5.145  0.000 307.556
 5.145  0.015 307.556
 5.145  0.030 307.556
 5.145  0.045 307.556
 5.145  0.060 307.556
 5.145  0.075 307.556
 5.145  0.090 307.556
 5.145  0.105 307.556
 5.145  0.120 307.556
 5.145  0.135 307.556
 5.145  0.150 307.556
 5.145  0.165 307.556
 5.145  0.180 307.556
 5.145  0.195 307.556
 5.145  0.210 307.556
 5.145  0.225 307.556
 5.145  0.240 307.556
 5.145  0.255 307.556
 5.145  0.270 307.556
 5.145  0.285 307.556
 5.145  0.300 307.556
 5.145  0.315 307.556
 5.145  0.330 307.556
 5.145  0.345 307.556
 5.145  0.360 307.556
 5.145  0.375 307.556
 5.145  0.390 307.556
 5.145  0.405 307.556
 5.145  0.420 307.556
 5.145  0.435 307.556
 5.145  0.450 307.556
 5.145  0.465 307.556
 5.145  0.480 307.556
 5.145  0.495 307.556
 5.145  0.510 307.556
 5.145  0.525 307.556
 5.145  0.540 307.556
 5.145  0.555 307.556
 5.145  0.570 307.556
 5.145  0.585 307.556
 5.145  0.600 307.556
 5.145  0.615 307.556
 5.145  0.630 307.556
 5.145  0.645 307.556
 5.145  0.660 307.556
 5.145  0.675 307.556
 5.145  0.690 307.556
 5.145  0.705 307.556
 5.145  0.720 307.556
 5.145  0.735 307.556
 5.145  0.750 307.556
 5.145  0.765 307.556
 5.145  0.780 307.556
 5.145  0.795 307.556
 5.145  0.810 307.556
 5.145  0.825 307.556
 5.145  0.840 307.556
 5.145  0.855 307.556
 5.145  0.870 307.556
 5.145  0.885 307.556
 5.145  0.900 307.556
 5.145  0.915 307.556
 5.145  0.930 307.556
 5.145  0.945 307.556
 5.145  0.960 307.556
 5.145  0.975 307.556
 5.145  0.990 307.556
 5.145  1.005 307.556
 5.145  1.020 307.556
 5.145  1.035 307.556
 5.145  1.050 307.556
 5.145  1.065 307.556
 5.145  1.080 307.556
 5.145  1.095 307.556
 5.145  1.110 307.556
 5.145  1.125 307.556
 5.145  1.140 307.556
 5.145  1.155 307.556
 5.145  1.170 307.556
 5.145  1.185 307.556
 5.145  1.200 307.556
 5.145  1.215 307.556
 5.145  1.230 307.556
 5.145  1.245 307.556
 5.145  1.260 307.556
 5.145  1.275 307.556
 5.145  1.290 307.556
 5.145  1.305 307.556
 5.145  1.320 307.556
 5.145  1.335 307.556
 5.145  1.350 307.556
 5.145  1.365 307.556
 5.145  1.380 307.556
 5.145  1.395 307.556
 5.145  1.410 307.556
 5.145  1.425 307.556
 5.145  1.440 307.556
 5.145  1.455 307.556
 5.145  1.470 307.556
 5.145  1.485 307.556
 5.145  1.500 307.556
 5.145  1.515 307.556
 5.145  1.530 307.556
 5.145  1.545 307.556
 5.145  1.560 307.556
 5.145  1.575 307.556
 5.145  1.590 307.556
 5.145  1.605 307.556
 5.145  1.620 307.556
 5.145  1.635 307.556
 5.145  1.650 307.556
 5.145  1.665 307.556
 5.145  1.680 307.556
 5.145  1.695 307.556
 5.145  1.710 307.556
 5.145  1.725 307.556
 5.145  1.740 307.556
 5.145  1.755 307.556
 5.145  1.770 307.556
 5.145  1.785 307.556
 5.145  1.800 307.556
 5.145  1.815 307.556
 5.145  1.830 307.556
 5.145  1.845 307.556
 5.145  1.860 307.556
 5.145  1.875 307.556
 5.145  1.890 307.556
 5.145  1.905 307.556
 5.145  1.920 307.556
 5.145  1.935 307.556
 5.145  1.950 307.556
 5.145  1.965 307.556
 5.145  1.980 307.556
 5.145  1.995 307.556
 5.145  2.010 307.556
 5.145  2.025 307.556
 5.145  2.040 307.556
 5.145  2.055 307.556
 5.145  2.070 307.556
 5.145  2.085 307.556
 5.145  2.100 307.556
 5.145  2.115 307.556
 5.145  2.130 307.556
 5.145  2.145 307.556
 5.145  2.160 307.556
 5.145  2.175 307.556
 5.145  2.190 307.556
 5.145  2.205 307.556
 5.145  2.220 307.556
 5.145  2.235 307.556
 5.145  2.250 307.556
 5.145  2.265 307.556
 5.145  2.280 307.556
 5.145  2.295 307.556
 5.145  2.310 307.556
 5.145  2.325 307.556
 5.145  2.340 307.556
 5.145  2.355 307.556
 5.145  2.370 307.556
 5.145  2.385 307.556
 5.145  2.400 307.556
 5.145  2.415 307.556
 5.145  2.430 307.556
 5.145  2.445 307.556
 5.145  2.460 307.556
 5.145  2.475 307.556
 5.145  2.490 307.556
 5.145  2.505 307.556
 5.145  2.520 307.556
 5.145  2.535 307.556
 5.145  2.550 307.556
 5.145  2.565 307.556
 5.145  2.580 307.556
 5.145  2.595 307.556
 5.145  2.610 307.556
 5.145  2.625 307.556
 5.145  2.640 307.556
 5.145  2.655 307.556
 5.145  2.670 307.556
 5.145  2.685 307.556
 5.145  2.700 307.556
 5.145  2.715 307.556
 5.145  2.730 307.556
 5.145  2.745 307.556
 5.145  2.760 307.556
 5.145  2.775 307.556
 5.145  2.790 307.556
 5.145  2.805 307.556
 5.145  2.820 307.556
 5.145  2.835 307.556
 5.145  2.850 307.556
 5.145  2.865 307.556
 5.145  2.880 307.556
 5.145  2.895 307.556
 5.145  2.910 307.556
 5.145  2.925 307.556
 5.145  2.940 307.556
 5.145  2.955 307.556
 5.145  2.970 307.556
 5.145  2.985 307.556
 5.145  3.000 307.556
 5.160  0.000 307.517
 5.160  0.015 307.517
 5.160  0.030 307.517
 5.160  0.045 307.517
 5.160  0.060 307.517
 5.160  0.075 307.517
 5.160  0.090 307.517
 5.160  0.105 307.517
 5.160  0.120 307.517
 5.160  0.135 307.517
 5.160  0.150 307.517
 5.160  0.165 307.517
 5.160  0.180 307.517
 5.160  0.195 307.517
 5.160  0.210 307.517
 5.160  0.225 307.517
 5.160  0.240 307.517
 5.160  0.255 307.517
 5.160  0.270 307.517
 5.160  0.285 307.517
 5.160  0.300 307.517
 5.160  0.315 307.517
 5.160  0.330 307.517
 5.160  0.345 307.517
 5.160  0.360 307.517
 5.160  0.375 307.517
 5.160  0.390 307.517
 5.160  0.405 307.517
 5.160  0.420 307.517
 5.160  0.435 307.517
 5.160  0.450 307.517
 5.160  0.465 307.517
 5.160  0.480 307.517
 5.160  0.495 307.517
 5.160  0.510 307.517
 5.160  0.525 307.517
 5.160  0.540 307.517
 5.160  0.555 307.517
 5.160  0.570 307.517
 5.160  0.585 307.517
 5.160  0.600 307.517
 5.160  0.615 307.517
 5.160  0.630 307.517
 5.160  0.645 307.517
 5.160  0.660 307.517
 5.160  0.675 307.517
 5.160  0.690 307.517
 5.160  0.705 307.517
 5.160  0.720 307.517
 5.160  0.735 307.517
 5.160  0.750 307.517
 5.160  0.765 307.517
 5.160  0.780 307.517
 5.160  0.795 307.517
 5.160  0.810 307.517
 5.160  0.825 307.517
 5.160  0.840 307.517
 5.160  0.855 307.517
 5.160  0.870 307.517
 5.160  0.885 307.517
 5.160  0.900 307.517
 5.160  0.915 307.517
 5.160  0.930 307.517
 5.160  0.945 307.517
 5.160  0.960 307.517
 5.160  0.975 307.517
 5.160  0.990 307.517
 5.160  1.005 307.517
 5.160  1.020 307.517
 5.160  1.035 307.517
 5.160  1.050 307.517
 5.160  1.065 307.517
 5.160  1.080 307.517
 5.160  1.095 307.517
 5.160  1.110 307.517
 5.160  1.125 307.517
 5.160  1.140 307.517
 5.160  1.155 307.517
 5.160  1.170 307.517
 5.160  1.185 307.517
 5.160  1.200 307.517
 5.160  1.215 307.517
 5.160  1.230 307.517
 5.160  1.245 307.517
 5.160  1.260 307.517
 5.160  1.275 307.517
 5.160  1.290 307.517
 5.160  1.305 307.517
 5.160  1.320 307.517
 5.160  1.335 307.517
 5.160  1.350 307.517
 5.160  1.365 307.517
 5.160  1.380 307.517
 5.160  1.395 307.517
 5.160  1.410 307.517
 5.160  1.425 307.517
 5.160  1.440 307.517
 5.160  1.455 307.517
 5.160  1.470 307.517
 5.160  1.485 307.517
 5.160  1.500 307.517
 5.160  1.515 307.517
 5.160  1.530 307.517
 5.160  1.545 307.517
 5.160  1.560 307.517
 5.160  1.575 307.517
 5.160  1.590 307.517
 5.160  1.605 307.517
 5.160  1.620 307.517
 5.160  1.635 307.517
 5.160  1.650 307.517
 5.160  1.665 307.517
 5.160  1.680 307.517
 5.160  1.695 307.517
 5.160  1.710 307.517
 5.160  1.725 307.517
 5.160  1.740 307.517
 5.160  1.755 307.517
 5.160  1.770 307.517
 5.160  1.785 307.517
 5.160  1.800 307.517
 5.160  1.815 307.517
 5.160  1.830 307.517
 5.160  1.845 307.517
 5.160  1.860 307.517
 5.160  1.875 307.517
 5.160  1.890 307.517
 5.160  1.905 307.517
 5.160  1.920 307.517
 5.160  1.935 307.517
 5.160  1.950 307.517
 5.160  1.965 307.517
 5.160  1.980 307.517
 5.160  1.995 307.517
 5.160  2.010 307.517
 5.160  2.025 307.517
 5.160  2.040 307.517
 5.160  2.055 307.517
 5.160  2.070 307.517
 5.160  2.085 307.517
 5.160  2.100 307.517
 5.160  2.115 307.517
 5.160  2.130 307.517
 5.160  2.145 307.517
 5.160  2.160 307.517
 5.160  2.175 307.517
 5.160  2.190 307.517
 5.160  2.205 307.517
 5.160  2.220 307.517
 5.160  2.235 307.517
 5.160  2.250 307.517
 5.160  2.265 307.517
 5.160  2.280 307.517
 5.160  2.295 307.517
 5.160  2.310 307.517
 5.160  2.325 307.517
 5.160  2.340 307.517
 5.160  2.355 307.517
 5.160  2.370 307.517
 5.160  2.385 307.517
 5.160  2.400 307.517
 5.160  2.415 307.517
 5.160  2.430 307.517
 5.160  2.445 307.517
 5.160  2.460 307.517
 5.160  2.475 307.517
 5.160  2.490 307.517
 5.160  2.505 307.517
 5.160  2.520 307.517
 5.160  2.535 307.517
 5.160  2.550 307.517
 5.160  2.565 307.517
 5.160  2.580 307.517
 5.160  2.595 307.517
 5.160  2.610 307.517
 5.160  2.625 307.517
 5.160  2.640 307.517
 5.160  2.655 307.517
 5.160  2.670 307.517
 5.160  2.685 307.517
 5.160  2.700 307.517
 5.160  2.715 307.517
 5.160  2.730 307.517
 5.160  2.745 307.517
 5.160  2.760 307.517
 5.160  2.775 307.517
 5.160  2.790 307.517
 5.160  2.805 307.517
 5.160  2.820 307.517
 5.160  2.835 307.517
 5.160  2.850 307.517
 5.160  2.865 307.517
 5.160  2.880 307.517
 5.160  2.895 307.517
 5.160  2.910 307.517
 5.160  2.925 307.517
 5.160  2.940 307.517
 5.160  2.955 307.517
 5.160  2.970 307.517
 5.160  2.985 307.517
 5.160  3.000 307.517
 5.175  0.000 307.478
 5.175  0.015 307.478
 5.175  0.030 307.478
 5.175  0.045 307.478
 5.175  0.060 307.478
 5.175  0.075 307.478
 5.175  0.090 307.478
 5.175  0.105 307.478
 5.175  0.120 307.478
 5.175  0.135 307.478
 5.175  0.150 307.478
 5.175  0.165 307.478
 5.175  0.180 307.478
 5.175  0.195 307.478
 5.175  0.210 307.478
 5.175  0.225 307.478
 5.175  0.240 307.478
 5.175  0.255 307.478
 5.175  0.270 307.478
 5.175  0.285 307.478
 5.175  0.300 307.478
 5.175  0.315 307.478
 5.175  0.330 307.478
 5.175  0.345 307.478
 5.175  0.360 307.478
 5.175  0.375 307.478
 5.175  0.390 307.478
 5.175  0.405 307.478
 5.175  0.420 307.478
 5.175  0.435 307.478
 5.175  0.450 307.478
 5.175  0.465 307.478
 5.175  0.480 307.478
 5.175  0.495 307.478
 5.175  0.510 307.478
 5.175  0.525 307.478
 5.175  0.540 307.478
 5.175  0.555 307.478
 5.175  0.570 307.478
 5.175  0.585 307.478
 5.175  0.600 307.478
 5.175  0.615 307.478
 5.175  0.630 307.478
 5.175  0.645 307.478
 5.175  0.660 307.478
 5.175  0.675 307.478
 5.175  0.690 307.478
 5.175  0.705 307.478
 5.175  0.720 307.478
 5.175  0.735 307.478
 5.175  0.750 307.478
 5.175  0.765 307.478
 5.175  0.780 307.478
 5.175  0.795 307.478
 5.175  0.810 307.478
 5.175  0.825 307.478
 5.175  0.840 307.478
 5.175  0.855 307.478
 5.175  0.870 307.478
 5.175  0.885 307.478
 5.175  0.900 307.478
 5.175  0.915 307.478
 5.175  0.930 307.478
 5.175  0.945 307.478
 5.175  0.960 307.478
 5.175  0.975 307.478
 5.175  0.990 307.478
 5.175  1.005 307.478
 5.175  1.020 307.478
 5.175  1.035 307.478
 5.175  1.050 307.478
 5.175  1.065 307.478
 5.175  1.080 307.478
 5.175  1.095 307.478
 5.175  1.110 307.478
 5.175  1.125 307.478
 5.175  1.140 307.478
 5.175  1.155 307.478
 5.175  1.170 307.478
 5.175  1.185 307.478
 5.175  1.200 307.478
 5.175  1.215 307.478
 5.175  1.230 307.478
 5.175  1.245 307.478
 5.175  1.260 307.478
 5.175  1.275 307.478
 5.175  1.290 307.478
 5.175  1.305 307.478
 5.175  1.320 307.478
 5.175  1.335 307.478
 5.175  1.350 307.478
 5.175  1.365 307.478
 5.175  1.380 307.478
 5.175  1.395 307.478
 5.175  1.410 307.478
 5.175  1.425 307.478
 5.175  1.440 307.478
 5.175  1.455 307.478
 5.175  1.470 307.478
 5.175  1.485 307.478
 5.175  1.500 307.478
 5.175  1.515 307.478
 5.175  1.530 307.478
 5.175  1.545 307.478
 5.175  1.560 307.478
 5.175  1.575 307.478
 5.175  1.590 307.478
 5.175  1.605 307.478
 5.175  1.620 307.478
 5.175  1.635 307.478
 5.175  1.650 307.478
 5.175  1.665 307.478
 5.175  1.680 307.478
 5.175  1.695 307.478
 5.175  1.710 307.478
 5.175  1.725 307.478
 5.175  1.740 307.478
 5.175  1.755 307.478
 5.175  1.770 307.478
 5.175  1.785 307.478
 5.175  1.800 307.478
 5.175  1.815 307.478
 5.175  1.830 307.478
 5.175  1.845 307.478
 5.175  1.860 307.478
 5.175  1.875 307.478
 5.175  1.890 307.478
 5.175  1.905 307.478
 5.175  1.920 307.478
 5.175  1.935 307.478
 5.175  1.950 307.478
 5.175  1.965 307.478
 5.175  1.980 307.478
 5.175  1.995 307.478
 5.175  2.010 307.478
 5.175  2.025 307.478
 5.175  2.040 307.478
 5.175  2.055 307.478
 5.175  2.070 307.478
 5.175  2.085 307.478
 5.175  2.100 307.478
 5.175  2.115 307.478
 5.175  2.130 307.478
 5.175  2.145 307.478
 5.175  2.160 307.478
 5.175  2.175 307.478
 5.175  2.190 307.478
 5.175  2.205 307.478
 5.175  2.220 307.478
 5.175  2.235 307.478
 5.175  2.250 307.478
 5.175  2.265 307.478
 5.175  2.280 307.478
 5.175  2.295 307.478
 5.175  2.310 307.478
 5.175  2.325 307.478
 5.175  2.340 307.478
 5.175  2.355 307.478
 5.175  2.370 307.478
 5.175  2.385 307.478
 5.175  2.400 307.478
 5.175  2.415 307.478
 5.175  2.430 307.478
 5.175  2.445 307.478
 5.175  2.460 307.478
 5.175  2.475 307.478
 5.175  2.490 307.478
 5.175  2.505 307.478
 5.175  2.520 307.478
 5.175  2.535 307.478
 5.175  2.550 307.478
 5.175  2.565 307.478
 5.175  2.580 307.478
 5.175  2.595 307.478
 5.175  2.610 307.478
 5.175  2.625 307.478
 5.175  2.640 307.478
 5.175  2.655 307.478
 5.175  2.670 307.478
 5.175  2.685 307.478
 5.175  2.700 307.478
 5.175  2.715 307.478
 5.175  2.730 307.478
 5.175  2.745 307.478
 5.175  2.760 307.478
 5.175  2.775 307.478
 5.175  2.790 307.478
 5.175  2.805 307.478
 5.175  2.820 307.478
 5.175  2.835 307.478
 5.175  2.850 307.478
 5.175  2.865 307.478
 5.175  2.880 307.478
 5.175  2.895 307.478
 5.175  2.910 307.478
 5.175  2.925 307.478
 5.175  2.940 307.478
 5.175  2.955 307.478
 5.175  2.970 307.478
 5.175  2.985 307.478
 5.175  3.000 307.478
 5.190  0.000 307.439
 5.190  0.015 307.439
 5.190  0.030 307.439
 5.190  0.045 307.439
 5.190  0.060 307.439
 5.190  0.075 307.439
 5.190  0.090 307.439
 5.190  0.105 307.439
 5.190  0.120 307.439
 5.190  0.135 307.439
 5.190  0.150 307.439
 5.190  0.165 307.439
 5.190  0.180 307.439
 5.190  0.195 307.439
 5.190  0.210 307.439
 5.190  0.225 307.439
 5.190  0.240 307.439
 5.190  0.255 307.439
 5.190  0.270 307.439
 5.190  0.285 307.439
 5.190  0.300 307.439
 5.190  0.315 307.439
 5.190  0.330 307.439
 5.190  0.345 307.439
 5.190  0.360 307.439
 5.190  0.375 307.439
 5.190  0.390 307.439
 5.190  0.405 307.439
 5.190  0.420 307.439
 5.190  0.435 307.439
 5.190  0.450 307.439
 5.190  0.465 307.439
 5.190  0.480 307.439
 5.190  0.495 307.439
 5.190  0.510 307.439
 5.190  0.525 307.439
 5.190  0.540 307.439
 5.190  0.555 307.439
 5.190  0.570 307.439
 5.190  0.585 307.439
 5.190  0.600 307.439
 5.190  0.615 307.439
 5.190  0.630 307.439
 5.190  0.645 307.439
 5.190  0.660 307.439
 5.190  0.675 307.439
 5.190  0.690 307.439
 5.190  0.705 307.439
 5.190  0.720 307.439
 5.190  0.735 307.439
 5.190  0.750 307.439
 5.190  0.765 307.439
 5.190  0.780 307.439
 5.190  0.795 307.439
 5.190  0.810 307.439
 5.190  0.825 307.439
 5.190  0.840 307.439
 5.190  0.855 307.439
 5.190  0.870 307.439
 5.190  0.885 307.439
 5.190  0.900 307.439
 5.190  0.915 307.439
 5.190  0.930 307.439
 5.190  0.945 307.439
 5.190  0.960 307.439
 5.190  0.975 307.439
 5.190  0.990 307.439
 5.190  1.005 307.439
 5.190  1.020 307.439
 5.190  1.035 307.439
 5.190  1.050 307.439
 5.190  1.065 307.439
 5.190  1.080 307.439
 5.190  1.095 307.439
 5.190  1.110 307.439
 5.190  1.125 307.439
 5.190  1.140 307.439
 5.190  1.155 307.439
 5.190  1.170 307.439
 5.190  1.185 307.439
 5.190  1.200 307.439
 5.190  1.215 307.439
 5.190  1.230 307.439
 5.190  1.245 307.439
 5.190  1.260 307.439
 5.190  1.275 307.439
 5.190  1.290 307.439
 5.190  1.305 307.439
 5.190  1.320 307.439
 5.190  1.335 307.439
 5.190  1.350 307.439
 5.190  1.365 307.439
 5.190  1.380 307.439
 5.190  1.395 307.439
 5.190  1.410 307.439
 5.190  1.425 307.439
 5.190  1.440 307.439
 5.190  1.455 307.439
 5.190  1.470 307.439
 5.190  1.485 307.439
 5.190  1.500 307.439
 5.190  1.515 307.439
 5.190  1.530 307.439
 5.190  1.545 307.439
 5.190  1.560 307.439
 5.190  1.575 307.439
 5.190  1.590 307.439
 5.190  1.605 307.439
 5.190  1.620 307.439
 5.190  1.635 307.439
 5.190  1.650 307.439
 5.190  1.665 307.439
 5.190  1.680 307.439
 5.190  1.695 307.439
 5.190  1.710 307.439
 5.190  1.725 307.439
 5.190  1.740 307.439
 5.190  1.755 307.439
 5.190  1.770 307.439
 5.190  1.785 307.439
 5.190  1.800 307.439
 5.190  1.815 307.439
 5.190  1.830 307.439
 5.190  1.845 307.439
 5.190  1.860 307.439
 5.190  1.875 307.439
 5.190  1.890 307.439
 5.190  1.905 307.439
 5.190  1.920 307.439
 5.190  1.935 307.439
 5.190  1.950 307.439
 5.190  1.965 307.439
 5.190  1.980 307.439
 5.190  1.995 307.439
 5.190  2.010 307.439
 5.190  2.025 307.439
 5.190  2.040 307.439
 5.190  2.055 307.439
 5.190  2.070 307.439
 5.190  2.085 307.439
 5.190  2.100 307.439
 5.190  2.115 307.439
 5.190  2.130 307.439
 5.190  2.145 307.439
 5.190  2.160 307.439
 5.190  2.175 307.439
 5.190  2.190 307.439
 5.190  2.205 307.439
 5.190  2.220 307.439
 5.190  2.235 307.439
 5.190  2.250 307.439
 5.190  2.265 307.439
 5.190  2.280 307.439
 5.190  2.295 307.439
 5.190  2.310 307.439
 5.190  2.325 307.439
 5.190  2.340 307.439
 5.190  2.355 307.439
 5.190  2.370 307.439
 5.190  2.385 307.439
 5.190  2.400 307.439
 5.190  2.415 307.439
 5.190  2.430 307.439
 5.190  2.445 307.439
 5.190  2.460 307.439
 5.190  2.475 307.439
 5.190  2.490 307.439
 5.190  2.505 307.439
 5.190  2.520 307.439
 5.190  2.535 307.439
 5.190  2.550 307.439
 5.190  2.565 307.439
 5.190  2.580 307.439
 5.190  2.595 307.439
 5.190  2.610 307.439
 5.190  2.625 307.439
 5.190  2.640 307.439
 5.190  2.655 307.439
 5.190  2.670 307.439
 5.190  2.685 307.439
 5.190  2.700 307.439
 5.190  2.715 307.439
 5.190  2.730 307.439
 5.190  2.745 307.439
 5.190  2.760 307.439
 5.190  2.775 307.439
 5.190  2.790 307.439
 5.190  2.805 307.439
 5.190  2.820 307.439
 5.190  2.835 307.439
 5.190  2.850 307.439
 5.190  2.865 307.439
 5.190  2.880 307.439
 5.190  2.895 307.439
 5.190  2.910 307.439
 5.190  2.925 307.439
 5.190  2.940 307.439
 5.190  2.955 307.439
 5.190  2.970 307.439
 5.190  2.985 307.439
 5.190  3.000 307.439
 5.205  0.000 307.400
 5.205  0.015 307.400
 5.205  0.030 307.400
 5.205  0.045 307.400
 5.205  0.060 307.400
 5.205  0.075 307.400
 5.205  0.090 307.400
 5.205  0.105 307.400
 5.205  0.120 307.400
 5.205  0.135 307.400
 5.205  0.150 307.400
 5.205  0.165 307.400
 5.205  0.180 307.400
 5.205  0.195 307.400
 5.205  0.210 307.400
 5.205  0.225 307.400
 5.205  0.240 307.400
 5.205  0.255 307.400
 5.205  0.270 307.400
 5.205  0.285 307.400
 5.205  0.300 307.400
 5.205  0.315 307.400
 5.205  0.330 307.400
 5.205  0.345 307.400
 5.205  0.360 307.400
 5.205  0.375 307.400
 5.205  0.390 307.400
 5.205  0.405 307.400
 5.205  0.420 307.400
 5.205  0.435 307.400
 5.205  0.450 307.400
 5.205  0.465 307.400
 5.205  0.480 307.400
 5.205  0.495 307.400
 5.205  0.510 307.400
 5.205  0.525 307.400
 5.205  0.540 307.400
 5.205  0.555 307.400
 5.205  0.570 307.400
 5.205  0.585 307.400
 5.205  0.600 307.400
 5.205  0.615 307.400
 5.205  0.630 307.400
 5.205  0.645 307.400
 5.205  0.660 307.400
 5.205  0.675 307.400
 5.205  0.690 307.400
 5.205  0.705 307.400
 5.205  0.720 307.400
 5.205  0.735 307.400
 5.205  0.750 307.400
 5.205  0.765 307.400
 5.205  0.780 307.400
 5.205  0.795 307.400
 5.205  0.810 307.400
 5.205  0.825 307.400
 5.205  0.840 307.400
 5.205  0.855 307.400
 5.205  0.870 307.400
 5.205  0.885 307.400
 5.205  0.900 307.400
 5.205  0.915 307.400
 5.205  0.930 307.400
 5.205  0.945 307.400
 5.205  0.960 307.400
 5.205  0.975 307.400
 5.205  0.990 307.400
 5.205  1.005 307.400
 5.205  1.020 307.400
 5.205  1.035 307.400
 5.205  1.050 307.400
 5.205  1.065 307.400
 5.205  1.080 307.400
 5.205  1.095 307.400
 5.205  1.110 307.400
 5.205  1.125 307.400
 5.205  1.140 307.400
 5.205  1.155 307.400
 5.205  1.170 307.400
 5.205  1.185 307.400
 5.205  1.200 307.400
 5.205  1.215 307.400
 5.205  1.230 307.400
 5.205  1.245 307.400
 5.205  1.260 307.400
 5.205  1.275 307.400
 5.205  1.290 307.400
 5.205  1.305 307.400
 5.205  1.320 307.400
 5.205  1.335 307.400
 5.205  1.350 307.400
 5.205  1.365 307.400
 5.205  1.380 307.400
 5.205  1.395 307.400
 5.205  1.410 307.400
 5.205  1.425 307.400
 5.205  1.440 307.400
 5.205  1.455 307.400
 5.205  1.470 307.400
 5.205  1.485 307.400
 5.205  1.500 307.400
 5.205  1.515 307.400
 5.205  1.530 307.400
 5.205  1.545 307.400
 5.205  1.560 307.400
 5.205  1.575 307.400
 5.205  1.590 307.400
 5.205  1.605 307.400
 5.205  1.620 307.400
 5.205  1.635 307.400
 5.205  1.650 307.400
 5.205  1.665 307.400
 5.205  1.680 307.400
 5.205  1.695 307.400
 5.205  1.710 307.400
 5.205  1.725 307.400
 5.205  1.740 307.400
 5.205  1.755 307.400
 5.205  1.770 307.400
 5.205  1.785 307.400
 5.205  1.800 307.400
 5.205  1.815 307.400
 5.205  1.830 307.400
 5.205  1.845 307.400
 5.205  1.860 307.400
 5.205  1.875 307.400
 5.205  1.890 307.400
 5.205  1.905 307.400
 5.205  1.920 307.400
 5.205  1.935 307.400
 5.205  1.950 307.400
 5.205  1.965 307.400
 5.205  1.980 307.400
 5.205  1.995 307.400
 5.205  2.010 307.400
 5.205  2.025 307.400
 5.205  2.040 307.400
 5.205  2.055 307.400
 5.205  2.070 307.400
 5.205  2.085 307.400
 5.205  2.100 307.400
 5.205  2.115 307.400
 5.205  2.130 307.400
 5.205  2.145 307.400
 5.205  2.160 307.400
 5.205  2.175 307.400
 5.205  2.190 307.400
 5.205  2.205 307.400
 5.205  2.220 307.400
 5.205  2.235 307.400
